Age,Income,CreditScore,HouseholdSize,MedianHomeValue,MedianHouseholdIncome,Debt,LoanTerm,InterestRate,CreditIncidents,HomeValue,LoanAmount,ProductType,LoanStatus
57,21959,648,8,147600,44612,19543.51,480,0.043,3,280440,112176,3,1
90,41789,666,4,137800,23494,20894.5,360,0.037,2,330720,297648,1,1
95,53085,656,4,378400,81505,22295.7,360,0.04,4,794640,397320,2,1
80,23858,641,1,217400,75365,21710.78,180,0.041,3,326100,260880,3,0
95,299552,783,6,223100,67956,38941.76,180,0.036,1,580060,116012,1,1
47,28134,646,1,234700,48853,20537.82,360,0.044,3,398990,159596,2,1
76,925298,783,3,115700,11368,111035.76,360,0.039,0,323960,97188,3,1
34,377754,792,3,125200,45048,18887.7,360,0.038,6,350560,210336,3,0
60,121648,695,1,88900,30958,62040.48,180,0.045,4,160020,32004,2,1
83,45320,664,1,170000,55900,19940.8,180,0.044,5,476000,95200,3,0
29,16724,666,2,162400,48428,8529.24,360,0.039,3,308560,92568,2,1
74,758466,783,2,103900,38545,45507.96,420,0.041,5,290920,232736,2,1
77,10141,620,4,726500,63739,7808.57,480,0.036,0,1162400,929920,4,0
50,28582,629,3,88900,30958,21150.68,420,0.043,2,160020,112014,3,1
53,190286,755,2,369400,85082,39960.06,420,0.044,3,701860,350930,3,1
100,42670,796,1,71900,39272,7253.9,420,0.044,0,136610,109288,3,1
20,156914,779,3,213800,74276,36090.22,360,0.043,2,598640,478912,3,1
78,32926,662,4,237200,68422,14158.18,480,0.041,4,593000,355800,2,1
31,27151,647,3,283900,80235,26336.47,180,0.041,2,482630,289578,3,0
69,13749,765,2,151500,56696,2474.82,180,0.04,6,227250,204525,3,0
69,21230,761,3,231900,75572,5732.1,480,0.041,4,417420,83484,2,1
42,373750,796,3,414600,61925,63537.5,360,0.037,5,1119420,111942,1,1
19,24588,623,1,547800,56716,14998.68,360,0.035,0,986040,295812,2,1
44,17754,774,1,214500,44209,5148.66,480,0.039,6,364650,36465,3,0
64,15943,661,6,285000,46312,7174.35,420,0.039,2,541500,270750,2,1
90,49301,638,2,57500,30000,37961.77,180,0.039,4,155250,124200,3,0
32,50166,773,4,135900,44563,10534.86,420,0.035,0,298980,179388,1,1
47,48003,633,4,127300,45059,43202.7,360,0.036,2,318250,159125,2,1
56,35056,635,1,144500,57821,22786.4,360,0.043,4,303450,151725,2,1
50,515497,643,4,147600,41948,298988.26,420,0.036,0,369000,295200,2,1
48,627658,672,2,186100,56862,301275.84,480,0.036,4,502470,301482,1,1
91,928492,795,1,414600,61925,0,420,0.036,4,1077960,538980,1,1
56,671467,785,1,137100,37889,100720.05,420,0.036,4,356460,142584,1,1
58,18649,787,1,105400,42620,1678.41,180,0.04,1,200260,140182,2,1
45,45561,640,4,223100,67956,40093.68,420,0.035,0,401580,80316,3,1
49,16407,634,1,216600,44017,10336.41,480,0.036,4,433200,216600,2,1
41,21638,662,4,646500,91353,8222.44,180,0.043,1,1228350,122835,2,0
99,11956,639,1,547800,56716,9325.68,480,0.042,0,876480,262944,2,1
32,207389,782,3,155000,27702,35256.13,360,0.037,2,418500,292950,1,1
92,51899,682,3,357100,67482,21797.58,420,0.044,0,928460,371384,2,1
20,10795,637,1,189900,34071,9067.8,360,0.035,5,360810,252567,3,0
97,189918,666,2,153500,45029,83563.92,480,0.037,0,368400,147360,1,1
44,860074,781,2,139200,58247,77406.66,360,0.039,2,375840,187920,2,1
23,22428,620,1,443300,114257,20858.04,480,0.044,0,709280,354640,2,0
40,53180,690,2,137100,36600,26590,180,0.035,1,383880,191940,1,1
95,39586,638,3,120300,40751,26126.76,360,0.041,3,264660,132330,3,1
65,46034,631,1,57500,30000,34065.16,360,0.044,1,132250,66125,2,1
95,19750,786,6,285000,46312,197.5,360,0.041,6,427500,384750,3,0
48,54899,657,4,217400,75365,26900.51,180,0.04,6,478280,239140,2,0
77,12915,620,3,70600,26767,7749,180,0.037,4,141200,28240,3,0
85,36502,651,10,726500,63739,17885.98,480,0.042,1,1816250,544875,2,1
54,59125,655,4,168700,61203,27197.5,180,0.036,4,337400,236180,1,1
57,50020,657,2,70600,26767,24509.8,480,0.035,3,148260,29652,1,1
64,58319,681,3,195200,55614,26826.74,480,0.04,5,370880,74176,2,0
86,35497,646,3,443300,114257,20943.23,180,0.043,3,886600,177320,2,0
64,38353,631,1,128400,42284,34517.7,360,0.045,4,269640,215712,3,0
52,744790,682,3,170000,55900,342603.4,420,0.041,6,493000,246500,3,0
25,276799,792,3,107800,48720,55359.8,180,0.037,0,323400,226380,1,1
25,276799,792,3,107800,48720,55359.8,180,0.037,0,1538100,461430,1,1
21,636235,791,3,512700,68368,38174.1,180,0.037,0,323400,226380,1,1
21,636235,791,3,512700,68368,38174.1,180,0.037,0,1538100,461430,1,1
77,33282,654,2,178600,64930,15642.54,360,0.037,2,321480,128592,1,1
83,36765,644,4,115700,11368,23161.95,180,0.039,6,231400,69420,2,0
45,38419,654,4,174100,57404,19209.5,180,0.043,4,435250,130575,2,1
19,43439,647,4,385100,84905,40398.27,360,0.04,1,693180,138636,2,1
68,27235,635,4,268300,59574,18792.15,180,0.042,2,509770,152931,2,1
30,56422,712,3,257500,52032,15798.16,180,0.045,3,489250,391400,3,1
97,15593,631,4,255000,56444,11538.82,480,0.036,0,382500,153000,2,1
47,937397,788,1,117100,37095,178105.43,420,0.044,0,327880,65576,2,1
99,51850,653,2,207700,65692,25925,180,0.037,6,394630,315704,1,0
90,11122,794,4,283100,58707,1668.3,480,0.037,0,452960,407664,1,1
74,900882,781,1,374600,88480,27026.46,420,0.039,1,1086340,651804,2,1
90,275517,783,3,58500,20410,49593.06,360,0.041,1,163800,114660,3,1
97,27589,623,3,162300,49563,17105.18,480,0.042,2,259680,77904,2,1
54,92800,696,3,153500,45029,41760,360,0.043,3,429800,257880,3,1
60,21656,627,1,88900,30958,16025.44,180,0.042,0,142240,28448,2,1
19,19520,632,3,646500,91353,15811.2,360,0.045,2,1099050,219810,2,0
67,10621,644,1,195200,55614,8390.59,180,0.041,1,331840,33184,2,1
58,146022,755,3,178600,64930,18982.86,180,0.038,2,357200,250040,2,1
76,25970,635,3,88300,41305,19737.2,420,0.041,0,158940,31788,3,1
36,240663,792,3,197200,87971,26472.93,180,0.038,4,571880,228752,2,1
83,930437,783,1,299400,87288,176783.03,180,0.04,5,838320,670656,2,1
87,450506,792,2,128400,42284,63070.84,420,0.038,6,372360,260652,3,0
72,161889,778,1,347800,69495,17807.79,180,0.037,1,939060,187812,1,1
76,651016,789,4,190100,75421,39060.96,360,0.044,1,494260,148278,3,1
19,55361,650,4,546300,52445,30448.55,420,0.039,2,1092600,546300,3,1
30,525618,795,4,127800,62201,73586.52,180,0.036,0,332280,99684,1,1
94,37954,647,10,220400,65559,35676.76,480,0.039,1,528960,370272,2,1
20,44416,642,2,347800,69495,37753.6,420,0.043,0,695600,347800,3,1
92,25359,660,1,512700,68368,13693.86,480,0.039,0,871590,261477,2,1
38,30582,642,1,219500,60977,28441.26,360,0.038,3,482900,289740,3,1
42,908509,797,8,250200,59358,109021.08,480,0.035,2,725580,580464,1,1
66,753784,785,4,151500,56696,52764.88,480,0.037,0,439350,351480,1,1
49,53394,695,4,81000,39854,21357.6,420,0.04,1,145800,29160,3,1
98,11514,775,1,128400,42284,2187.66,480,0.044,3,243960,219564,3,1
100,53645,660,4,357100,67482,26286.05,480,0.039,1,999880,99988,3,1
39,237081,792,1,94800,42488,14224.86,480,0.041,0,246480,197184,2,1
96,49040,666,4,88300,41305,19125.6,360,0.043,1,211920,63576,3,1
19,47295,634,1,197300,65393,31214.7,360,0.036,2,532710,213084,2,1
90,24210,623,3,117100,37095,19125.9,360,0.045,1,222490,44498,2,1
60,46816,768,1,403400,127348,6086.08,180,0.038,3,887480,443740,3,0
37,27927,651,3,443300,114257,15359.85,480,0.042,4,842270,168454,2,0
88,57446,693,3,57500,30000,22978.4,180,0.038,1,161000,32200,2,1
32,21913,624,2,80800,33648,18406.92,480,0.043,3,153520,61408,2,1
44,44490,641,9,80800,33648,40041,180,0.045,1,210080,42016,2,1
78,50815,664,2,94700,44174,27440.1,360,0.039,5,227280,68184,2,0
34,10360,656,3,217400,75365,5594.4,420,0.041,6,434800,347840,2,0
67,40352,650,1,153500,45029,19772.48,360,0.036,4,353050,176525,1,1
77,439819,790,1,127300,45059,30787.33,360,0.038,1,343710,309339,3,1
32,42168,656,2,160100,49333,21505.68,360,0.044,5,400250,200125,2,0
86,310564,797,3,285000,46312,34162.04,420,0.039,4,741000,518700,2,1
31,47470,792,4,385100,84905,2848.2,420,0.039,2,847220,508332,3,1
61,43275,654,4,162400,48428,22935.75,180,0.042,4,357280,107184,3,1
43,49511,645,3,127800,62201,28221.27,360,0.036,1,319500,95850,2,1
63,774144,660,1,221600,79746,356106.24,480,0.045,6,598320,119664,2,0
18,49652,669,2,157100,41335,24826,480,0.043,2,282780,254502,3,1
49,145141,768,1,102600,41626,29028.2,420,0.038,0,215460,129276,2,1
99,23371,669,4,195000,51179,9815.82,360,0.041,1,390000,39000,2,1
21,22937,640,1,155600,28949,14679.68,360,0.045,3,264520,185164,2,1
97,122143,756,2,162000,50817,17100.02,360,0.036,2,437400,306180,1,1
100,25204,647,4,213800,74276,18903,360,0.044,2,406220,121866,2,0
40,47682,649,2,140200,46709,30039.66,480,0.042,4,336480,201888,3,1
47,11753,774,2,403800,32945,2350.6,360,0.042,0,726840,145368,2,1
64,54014,777,3,130200,41667,8102.1,360,0.042,1,286440,171864,3,1
46,44383,638,1,237200,68422,32843.42,180,0.043,6,498120,249060,3,0
77,41612,652,10,174100,57404,18725.4,480,0.041,5,417840,125352,3,0
47,37691,625,1,155600,28949,36560.27,480,0.04,3,404560,242736,2,1
66,313227,793,2,385100,84905,18793.62,180,0.036,3,1039770,519885,1,1
36,900444,783,4,546300,52445,90044.4,480,0.041,4,1529640,152964,2,1
73,118296,754,2,414600,61925,18927.36,360,0.037,5,1077960,431184,1,1
20,492518,782,3,179000,46133,4925.18,360,0.041,0,519100,415280,3,1
19,216164,793,2,137100,36600,32424.6,180,0.045,3,356460,142584,2,1
73,516256,785,1,237200,68422,61950.72,420,0.036,5,687880,137576,1,1
100,39143,654,2,124500,37996,16048.63,180,0.043,2,261450,235305,2,1
78,61740,713,1,174100,57404,6791.4,480,0.041,3,383020,38302,2,1
96,54148,656,3,160100,49333,20576.24,420,0.038,3,400250,240150,2,1
48,15736,770,4,220400,65559,2045.68,420,0.039,0,440800,44080,2,1
84,73340,690,4,326800,85354,35936.6,420,0.038,4,915040,823536,4,1
80,746617,789,4,111700,33558,149323.4,420,0.044,6,323930,194358,3,0
66,20027,624,4,531000,41639,15020.25,180,0.039,1,902700,812430,4,0
73,19170,629,1,94800,42488,13419,180,0.042,2,189600,75840,2,1
46,17958,634,4,347800,69495,11133.96,360,0.038,1,591260,295630,3,1
83,43860,761,2,162000,50817,4824.6,480,0.044,2,388800,233280,2,1
69,304215,794,9,179000,46133,33463.65,420,0.04,0,519100,415280,2,1
85,14808,643,1,190100,75421,11106,420,0.036,4,304160,30416,2,0
100,17739,646,3,531000,41639,13481.64,420,0.039,2,849600,339840,2,1
32,22009,644,4,385100,84905,19588.01,420,0.043,2,731690,585352,2,0
38,220461,793,10,122800,58366,28659.93,180,0.044,0,245600,171920,2,1
86,653826,797,4,420600,47358,124226.94,480,0.044,4,1261800,757080,2,1
91,25775,661,4,283900,80235,13660.75,180,0.037,5,482630,193052,1,0
71,37736,796,2,71900,39272,3773.6,180,0.043,0,179750,125825,2,1
72,33355,660,2,171200,33630,13008.45,420,0.036,5,445120,133536,1,1
69,57244,710,2,250200,59358,15455.88,480,0.042,4,525420,262710,3,1
67,226107,785,1,160100,49333,42960.33,180,0.044,0,352220,70444,3,1
27,201316,799,3,130200,41667,2013.16,480,0.039,3,299460,119784,2,1
56,799765,791,3,117100,37095,151955.35,480,0.042,3,316170,126468,2,1
36,28428,656,3,234700,48853,14214,360,0.04,3,352050,316845,2,1
19,50435,655,3,446600,104986,23200.1,420,0.039,4,1116500,1004850,4,1
68,24532,661,2,446600,104986,11775.36,480,0.04,3,848540,593978,2,0
24,18712,768,4,150100,37006,2993.92,360,0.036,5,270180,189126,1,1
46,48657,645,4,253800,49881,45251.01,360,0.043,1,609120,487296,3,1
93,382263,793,3,297500,49446,61162.08,180,0.042,0,833000,166600,2,1
97,179918,757,3,94800,31519,53975.4,360,0.036,4,237000,213300,1,1
80,102453,753,6,119500,43606,25613.25,180,0.039,4,310700,155350,2,1
45,18200,626,2,220400,65559,15470,360,0.038,4,418760,293132,2,0
82,23756,665,1,242500,73424,9739.96,480,0.041,2,460750,368600,3,1
68,571324,788,1,347800,69495,0,360,0.038,0,1008620,100862,2,1
99,48680,667,2,197300,65393,24826.8,420,0.041,6,552440,441952,2,0
71,549994,798,2,81000,39854,76999.16,480,0.037,0,218700,109350,1,1
23,50119,651,3,357100,67482,20047.6,480,0.039,1,714200,71420,2,1
91,133658,750,9,168700,61203,17375.54,180,0.041,0,303660,151830,3,1
95,27686,627,1,94700,44174,21318.22,480,0.036,3,151520,90912,2,1
95,754558,793,1,150100,37006,67910.22,480,0.036,0,435290,304703,1,1
97,59410,680,1,316600,64738,24358.1,180,0.045,3,823160,246948,3,1
39,814052,780,4,218200,54758,97686.24,180,0.045,3,567320,453856,2,1
19,144290,629,2,94800,31519,92345.6,420,0.038,2,218040,21804,3,1
57,664318,782,2,448200,39409,79718.16,360,0.044,3,1254960,627480,2,1
71,907670,795,1,137800,23494,36306.8,480,0.042,0,399620,319696,2,1
61,18225,660,3,114700,39503,7107.75,180,0.037,0,194990,116994,1,1
24,31234,664,1,179000,46133,12805.94,420,0.044,2,411700,205850,3,1
64,116907,751,2,218200,54758,30395.82,420,0.045,2,567320,226928,2,1
66,45646,661,6,218000,85602,17801.94,420,0.044,3,457800,137340,3,1
93,307424,797,2,230700,35336,33816.64,360,0.042,0,692100,415260,2,1
25,16758,653,7,107800,48720,8714.16,420,0.043,5,194040,155232,3,0
29,32200,653,4,218200,54758,17066,420,0.04,2,545500,163650,2,1
74,26136,653,3,114700,39503,10977.12,180,0.035,3,206460,61938,1,1
97,536548,792,1,272600,45224,69751.24,180,0.042,5,817800,81780,2,1
19,13540,620,2,231900,75572,8936.4,480,0.045,0,394230,118269,2,0
25,923624,696,4,297500,49446,369449.6,360,0.043,0,773500,154700,3,1
98,33769,631,2,190100,75421,21949.85,360,0.045,3,380200,76040,2,1
85,23231,632,2,218000,85602,16261.7,420,0.039,5,348800,244160,3,0
71,129795,770,4,162400,48428,35044.65,420,0.039,1,357280,178640,2,1
76,44348,629,1,531000,41639,37695.8,360,0.04,2,1274400,254880,3,1
29,175456,641,1,147600,44612,133346.56,420,0.036,4,309960,61992,2,0
76,59344,718,10,173700,60312,12462.24,180,0.043,3,312660,281394,2,1
70,114856,774,1,272600,45224,29862.56,480,0.045,3,654240,196272,3,1
71,11985,641,1,58500,20410,8749.05,420,0.043,6,105300,52650,2,0
51,19366,661,4,173700,60312,8133.72,180,0.043,0,295290,88587,2,1
33,15838,662,1,168700,61203,8077.38,360,0.045,3,286790,229432,3,1
22,33674,647,1,213800,74276,30306.6,480,0.038,4,427600,213800,3,0
93,274881,785,3,459400,75056,24739.29,480,0.039,5,1148500,344550,2,1
88,23787,637,1,459400,75056,22835.52,480,0.039,3,826920,330768,2,0
91,58249,752,2,94700,44174,12814.78,480,0.035,2,246220,147732,1,1
19,30501,657,2,195200,55614,12200.4,420,0.037,3,409920,245952,1,1
100,13274,650,7,162300,49563,7167.96,180,0.036,1,308370,154185,1,1
57,53782,668,2,104500,30678,26353.18,480,0.04,1,229900,160930,2,1
20,802596,695,4,218200,54758,369194.16,180,0.038,0,567320,170196,2,1
53,47665,649,4,174100,57404,43851.8,360,0.041,1,348200,313380,3,1
94,11866,627,1,155600,28949,8424.86,420,0.038,2,248960,124480,2,1
29,269874,785,1,168700,61203,51276.06,360,0.04,4,472360,94472,2,1
39,29010,644,3,330300,82746,26689.2,180,0.045,2,495450,198180,2,0
82,430778,787,4,140200,46709,34462.24,420,0.042,6,420600,42060,2,0
44,16096,637,4,348900,123851,11106.24,420,0.043,2,628020,439614,2,0
65,17834,666,4,230700,35336,8381.98,420,0.038,3,415260,249156,2,1
27,14540,640,3,78200,32470,9014.8,180,0.037,1,156400,78200,2,1
63,56672,683,4,223100,67956,27202.56,420,0.036,6,557750,223100,1,0
46,399026,791,1,70600,26767,11970.78,360,0.044,1,190620,38124,2,1
41,105452,756,4,316600,64738,32690.12,180,0.043,3,728180,582544,3,1
98,45177,622,3,160100,49333,28009.74,180,0.042,2,416260,249756,2,1
47,18404,622,1,171200,33630,18035.92,180,0.037,2,342400,102720,3,1
35,21421,632,3,242900,49732,17136.8,180,0.035,4,412930,330344,3,0
44,49675,626,1,137100,37889,41727,480,0.045,1,329040,230328,3,1
21,24754,625,2,459400,75056,13614.7,480,0.042,0,735040,588032,2,0
46,20839,626,1,111700,33558,17087.98,420,0.035,4,167550,16755,2,0
76,29109,661,1,144500,31865,11934.69,480,0.041,0,317900,63580,2,1
37,25035,646,2,143500,73729,17774.85,480,0.036,4,243950,170765,3,0
51,587962,793,3,127300,45059,17638.86,420,0.04,1,343710,137484,2,1
58,34246,654,4,273700,36791,15410.7,480,0.045,0,547400,383180,2,1
28,37176,669,2,443300,114257,16357.44,360,0.037,3,886600,797940,1,1
68,14146,625,4,283900,80235,9619.28,360,0.041,0,511020,408816,2,0
69,39940,660,3,403800,32945,15576.6,360,0.041,3,1049880,419952,3,1
58,65208,674,3,137800,23494,34560.24,480,0.036,2,330720,165360,1,1
81,58519,678,2,88300,41305,31015.07,420,0.043,0,158940,79470,2,1
44,921625,798,2,94700,44174,175108.75,480,0.043,0,255690,127845,2,1
98,49651,640,3,646500,91353,33762.68,180,0.038,2,1163700,116370,2,1
77,33240,623,3,240000,51136,32242.8,180,0.042,5,648000,194400,2,0
94,100200,760,3,283100,58707,15030,480,0.045,0,707750,424650,2,1
41,24538,657,2,230700,35336,12759.76,480,0.04,3,415260,290682,2,1
88,57020,713,2,257500,52032,14255,360,0.038,3,566500,339900,2,1
52,39573,640,2,104500,30678,31658.4,420,0.038,0,219450,65835,2,1
52,39573,640,2,104500,30678,31658.4,480,0.036,3,272170,81651,1,1
53,28624,651,9,160100,49333,12594.56,420,0.038,0,219450,65835,2,1
53,28624,651,9,160100,49333,12594.56,480,0.036,3,272170,81651,1,1
89,578462,789,1,213800,74276,57846.2,480,0.045,5,555880,277940,2,1
39,39528,631,2,81000,39854,32412.96,360,0.041,0,170100,119070,2,1
69,19843,630,3,129500,43190,16668.12,420,0.037,0,207200,124320,2,1
28,36228,649,1,127800,62201,24272.76,360,0.035,2,281160,84348,3,1
52,45505,623,2,219300,81031,39134.3,480,0.041,4,614040,368424,3,0
86,32635,662,3,81000,39854,14359.4,360,0.044,4,202500,121500,3,1
72,749416,787,2,254100,79185,127400.72,180,0.038,1,762300,76230,3,1
52,39606,665,3,155600,28949,16238.46,420,0.043,0,373440,112032,2,1
21,40163,656,4,147600,41948,16868.46,420,0.041,6,369000,258300,3,0
30,28112,666,3,150100,37006,14337.12,420,0.042,3,300200,60040,2,1
53,42186,665,4,351000,71720,18139.98,420,0.04,1,912600,182520,2,1
56,642385,783,4,119400,43935,12847.7,360,0.036,5,334320,66864,1,1
49,24921,635,8,74300,17174,16946.28,360,0.04,4,126310,75786,2,0
78,42732,639,1,255000,56444,23929.92,180,0.037,1,586500,234600,2,1
50,42904,629,4,662200,99101,29174.72,360,0.035,5,1456840,291368,3,0
99,429774,788,3,124000,34234,21488.7,360,0.04,0,372000,148800,2,1
55,119796,766,7,285000,46312,32344.92,420,0.045,5,541500,433200,2,1
40,843085,799,1,179000,45098,75877.65,360,0.041,0,519100,363370,2,1
40,621199,796,4,79400,29156,68331.89,180,0.04,0,214380,171504,2,1
54,83736,699,3,459400,75056,44380.08,360,0.044,3,872860,349144,3,1
70,33766,631,4,273700,36791,30389.4,360,0.039,0,602140,240856,2,1
28,19100,650,2,130200,41667,7831,420,0.042,2,234360,46872,2,1
88,52234,678,2,71900,39272,19848.92,420,0.042,0,172560,69024,3,1
91,338901,792,3,646500,91353,50835.15,420,0.042,2,1810200,1448160,4,1
37,304309,785,1,714000,82411,39560.17,180,0.042,4,1856400,742560,2,1
89,39338,641,2,119700,48302,35010.82,480,0.044,2,263340,184338,2,1
43,138321,757,4,662200,99101,27664.2,360,0.043,0,1655500,993300,4,1
87,142518,750,4,268300,59574,17102.16,180,0.044,0,536600,214640,2,1
98,31183,630,1,189900,34071,18397.97,420,0.042,4,379800,227880,2,1
46,98275,658,3,448200,39409,43241,420,0.035,2,896400,717120,1,1
98,38275,662,2,129500,43190,17989.25,360,0.044,1,271950,108780,3,1
51,18964,784,2,57500,30000,1706.76,360,0.037,1,109250,87400,1,1
28,16884,644,3,257500,52032,12831.84,480,0.036,4,412000,288400,2,0
70,37541,649,1,124500,37996,25152.47,360,0.038,4,348600,139440,3,0
27,36764,660,7,144500,31865,19852.56,180,0.041,0,375700,75140,2,1
78,50361,673,2,221600,79746,22662.45,420,0.045,3,421040,168416,2,1
40,613145,797,3,374600,88480,104234.65,420,0.04,2,1011420,303426,2,1
99,19734,752,2,283100,58707,3946.8,180,0.036,6,509580,305748,1,0
57,117674,764,4,74300,17174,17651.1,360,0.041,3,163460,81730,2,1
20,751614,799,4,173700,60312,142806.66,360,0.043,6,503730,100746,2,0
64,45347,667,4,219500,60977,17685.33,360,0.041,0,460950,322665,2,1
37,17369,668,4,128400,42284,8858.19,480,0.038,3,218280,174624,2,1
75,10683,649,3,153500,45029,10469.34,480,0.036,6,230250,92100,2,0
24,53263,711,3,135700,67970,14913.64,180,0.04,1,298540,119416,3,1
59,325221,658,8,283900,80235,172367.13,480,0.04,6,709750,425850,3,0
68,610719,782,1,325800,53798,30535.95,180,0.045,4,912240,91224,3,1
80,50409,659,3,155000,27702,20163.6,480,0.035,5,310000,248000,1,1
86,15663,621,4,119700,48302,11903.88,420,0.042,5,215460,129276,3,0
36,11337,639,3,378400,81505,7595.79,360,0.044,0,756800,454080,3,0
44,55640,719,7,78200,32470,15022.8,480,0.042,3,203320,60996,2,1
100,36459,662,4,304400,55698,18229.5,480,0.045,4,821880,493128,2,1
40,149962,753,3,482700,47368,22494.3,180,0.043,1,965400,868860,4,1
50,588067,789,4,160100,49333,117613.4,360,0.036,0,448280,134484,1,1
47,36883,665,4,115700,11368,15859.69,480,0.041,5,219830,65949,3,0
48,40999,653,2,547800,56716,16399.6,420,0.043,3,1205160,361548,2,1
21,25155,630,4,242500,73424,20627.1,180,0.037,3,460750,322525,2,0
32,58414,654,1,268300,59574,27454.58,180,0.038,3,751240,450744,2,1
57,81025,673,2,178600,64930,33220.25,420,0.041,1,339340,237538,2,1
24,33284,658,4,135900,44563,16642,480,0.043,4,353340,70668,2,1
